strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	originating_lab	submitting_lab	authors	url	title	date_submitted
USA/CA-CZB-1114/2020	ncov	?	MT460134	2020-04-30	North America	USA	California		North America	USA	California	genome	29850	Homo sapiens	?	?	?	?	CZB Cliahub Consortium et al	https://www.ncbi.nlm.nih.gov/nuccore/MT460134	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1114/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-13
USA/CA-CZB-1136/2020	ncov	?	MT481927	2020-03-27	North America	USA	California		North America	USA	California	genome	29897	Homo sapiens	?	?	?	?	CZB Cliahub Consortium et al	https://www.ncbi.nlm.nih.gov/nuccore/MT481927	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1136/2020, complete genome	2020-05-18
USA/CA-CZB-1197/2020	ncov	?	MT499172	2020-03-30	North America	USA	California		North America	USA	California	genome	29896	Homo sapiens	?	?	?	?	Pinksy et al	https://www.ncbi.nlm.nih.gov/nuccore/MT499172	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1197/2020, complete genome	2020-05-21
USA/CA-CZB-1206/2020	ncov	?	MT499181	2020-03-25	North America	USA	California		North America	USA	California	genome	29858	Homo sapiens	?	?	?	?	Pinksy et al	https://www.ncbi.nlm.nih.gov/nuccore/MT499181	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1206/2020, complete genome	2020-05-21
USA/CA-CZB-1211/2020	ncov	?	MT499186	2020-03-25	North America	USA	California		North America	USA	California	genome	29899	Homo sapiens	?	?	?	?	Pinksy et al	https://www.ncbi.nlm.nih.gov/nuccore/MT499186	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1211/2020, complete genome	2020-05-21
USA/CA-CZB-1219/2020	ncov	?	MT499194	2020-03-20	North America	USA	California		North America	USA	California	genome	29837	Homo sapiens	?	?	?	?	Pinksy et al	https://www.ncbi.nlm.nih.gov/nuccore/MT499194	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1219/2020, complete genome	2020-05-21
USA/CA-CZB-1223/2020	ncov	?	MT499198	2020-04-04	North America	USA	California		North America	USA	California	genome	29901	Homo sapiens	?	?	?	?	Pinksy et al	https://www.ncbi.nlm.nih.gov/nuccore/MT499198	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1223/2020, complete genome	2020-05-21
USA/CA-CZB-1231/2020	ncov	?	MT499206	2020-04-03	North America	USA	California		North America	USA	California	genome	29902	Homo sapiens	?	?	?	?	Pinksy et al	https://www.ncbi.nlm.nih.gov/nuccore/MT499206	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1231/2020, complete genome	2020-05-21
USA/CA-CZB0137/2020	ncov	?	MT385451	2020-04-08	North America	USA	California		North America	USA	California	genome	29868	Homo sapiens	?	?	?	?	?	https://www.ncbi.nlm.nih.gov/nuccore/MT385451	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB0137/2020, complete genome	2020-04-27
USA/CA-CZB0147/2020	ncov	?	MT385435	2020-04-08	North America	USA	California		North America	USA	California	genome	29892	Homo sapiens	?	?	?	?	?	https://www.ncbi.nlm.nih.gov/nuccore/MT385435	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB0147/2020, complete genome	2020-04-27
USA/CA-CZB040/2020	ncov	?	MT385488	2020-03-25	North America	USA	California		North America	USA	California	genome	29836	Homo sapiens	?	?	?	?	?	https://www.ncbi.nlm.nih.gov/nuccore/MT385488	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB040/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-27
USA/CA-CZB0750/2020	ncov	?	MT385442	2020-04-03	North America	USA	California		North America	USA	California	genome	29885	Homo sapiens	?	?	?	?	?	https://www.ncbi.nlm.nih.gov/nuccore/MT385442	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB0750/2020, complete genome	2020-04-27
USA/CA-CZB076/2020	ncov	?	MT385481	2020-03-28	North America	USA	California		North America	USA	California	genome	29836	Homo sapiens	?	?	?	?	?	https://www.ncbi.nlm.nih.gov/nuccore/MT385481	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB076/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-27
USA/CA-CZB091/2020	ncov	?	MT385432	2020-03-28	North America	USA	California		North America	USA	California	genome	29892	Homo sapiens	?	?	?	?	?	https://www.ncbi.nlm.nih.gov/nuccore/MT385432	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB091/2020, complete genome	2020-04-27
USA/CA-SCCPHD-UC13/2020	ncov	?	MT419854	2020-03-02	North America	USA	California		North America	USA	California	genome	29861	Homo sapiens	?	?	?	?	Deng et al	https://www.ncbi.nlm.nih.gov/nuccore/MT419854	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-SCCPHD-UC13/2020, complete genome	2020-05-01
USA/CT-UW-4244/2020	ncov	?	MT358653	2020-03-31	North America	USA	Connecticut		North America	USA	Connecticut	genome	29847	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358653	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-4244/2020, complete genome	2020-04-20
USA/CT-UW-4343/2020	ncov	?	MT412301	2020-03-30	North America	USA	Connecticut		North America	USA	Connecticut	genome	29878	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412301	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-4343/2020, complete genome	2020-04-30
USA/CT-UW-4347/2020	ncov	?	MT345870	2020-03-30	North America	USA	Connecticut		North America	USA	Connecticut	genome	29840	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT345870	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-4347/2020, complete genome	2020-04-16
USA/CT-UW-5043/2020	ncov	?	MT375471	2020-04-06	North America	USA	Connecticut		North America	USA	Connecticut	genome	29653	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT375471	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-5043/2020, complete genome	2020-04-24
USA/CT-UW-5773/2020	ncov	?	MT412284	2020-04-04	North America	USA	Connecticut		North America	USA	Connecticut	genome	29869	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412284	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CT-UW-5773/2020, complete genome	2020-04-30
USA/CT-UW423/2020	ncov	?	MT293188	2020-03-28	North America	USA	Washington		North America	USA	Washington	genome	29778	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293188	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW423/2020, complete genome	2020-04-06
USA/CZB-RR057-005/2020	ncov	?	MT258377	2020-03-18	North America	USA	California	San Francisco	North America	USA	California	genome	29888	Homo sapiens	?	?	?	?	Arevalo et al	https://www.ncbi.nlm.nih.gov/nuccore/MT258377	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-005/2020, complete genome	2020-03-30
USA/CruiseA-11/2020	ncov	?	MT159708	2020-02-17	North America	USA	USA		North America	USA	USA	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT159708	Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-11/2020, complete genome	2020-03-09
USA/CruiseA-9/2020	ncov	?	MT159710	2020-02-17	North America	USA	USA		North America	USA	USA	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT159710	Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-9/2020, complete genome	2020-03-09
USA/DC-CDC-9092/2020	ncov	?	MT380732	2020-03-22	North America	USA	USA		North America	USA	USA	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT380732	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DC-CDC-9092/2020, complete genome	2020-04-27
USA/DC-HP00070/2020	ncov	?	MT509471	2020-03-17	North America	USA	USA		North America	USA	USA	genome	29782	Homo sapiens	?	?	?	?	Thielen et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509471	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DC-HP00070/2020, complete genome	2020-05-23
USA/DC-HP00080/2020	ncov	?	MT509477	2020-03-20	North America	USA	USA		North America	USA	USA	genome	29782	Homo sapiens	?	?	?	?	Thielen et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509477	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DC-HP00080/2020, complete genome	2020-05-23
USA/FL_5125/2020	ncov	?	MT276329	2020-02-28	North America	USA	Florida		North America	USA	Florida	genome	29882	Homo sapiens	?	?	?	?	Uehara et al	https://www.ncbi.nlm.nih.gov/nuccore/MT276329	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_5125/2020, complete genome	2020-04-03
USA/FL_9656/2020	ncov	?	MT325568	2020-03-06	North America	USA	Florida		North America	USA	Florida	genome	29882	Homo sapiens	?	?	?	?	Li et al	https://www.ncbi.nlm.nih.gov/nuccore/MT325568	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL_9656/2020, complete genome	2020-04-13
USA/GA_2742/2020	ncov	?	MT276327	2020-02-29	North America	USA	Georgia		North America	USA	Georgia	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT276327	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2742/2020, complete genome	2020-04-03
USA/HI_7881/2020	ncov	?	MT344949	2020-03-07	North America	USA	Hawaii		North America	USA	Hawaii	genome	29882	Homo sapiens	?	?	?	?	Uehara et al	https://www.ncbi.nlm.nih.gov/nuccore/MT344949	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/HI_7881/2020, complete genome	2020-04-16
USA/ID-UW-1938/2020	ncov	?	MT326071	2020-03-22	North America	USA	USA		North America	USA	USA	genome	29846	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326071	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-1938/2020, complete genome	2020-04-13
USA/ID-UW-4254/2020	ncov	?	MT461625	2020-03-30	North America	USA	Idaho		North America	USA	Idaho	genome	29906	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT461625	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4254/2020, complete genome	2020-05-13
USA/ID-UW-4547/2020	ncov	?	MT375429	2020-03-29	North America	USA	Idaho		North America	USA	Idaho	genome	29733	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT375429	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4547/2020, complete genome	2020-04-24
USA/ID-UW-4552/2020	ncov	?	MT375431	2020-03-29	North America	USA	Idaho		North America	USA	Idaho	genome	29890	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT375431	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4552/2020, complete genome	2020-04-24
USA/ID-UW-6472/2020	ncov	?	MT461637	2020-04-02	North America	USA	Idaho		North America	USA	Idaho	genome	29841	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT461637	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-6472/2020, complete genome	2020-05-13
USA/IN_2001/2020	ncov	?	MT325579	2020-03-09	North America	USA	Indiana		North America	USA	Indiana	genome	29882	Homo sapiens	?	?	?	?	Li et al	https://www.ncbi.nlm.nih.gov/nuccore/MT325579	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IN_2001/2020, complete genome	2020-04-13
USA/LA-BIE-072/2020	ncov	?	MT446340	2020-04-08	North America	USA	Louisiana	Kenner	North America	USA	Louisiana	genome	29776	Homo sapiens	?	?	?	?	Lamers et al	https://www.ncbi.nlm.nih.gov/nuccore/MT446340	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/LA-BIE-072/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/LA-EVTL01/2020	ncov	?	MT432195	2020-04-09	North America	USA	Louisiana	East Feliciana Parish	North America	USA	Louisiana	genome	29880	Homo sapiens	?	?	?	?	Kamil et al	https://www.ncbi.nlm.nih.gov/nuccore/MT432195	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/LA-EVTL01/2020, complete genome	2020-05-05
USA/LA_0842/2020	ncov	?	MT325581	2020-03-09	North America	USA	Louisiana		North America	USA	Louisiana	genome	29882	Homo sapiens	?	?	?	?	Li et al	https://www.ncbi.nlm.nih.gov/nuccore/MT325581	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/LA_0842/2020, complete genome	2020-04-13
USA/MA_8933/2020	ncov	?	MT325630	2020-03-05	North America	USA	Massachusetts		North America	USA	Massachusetts	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT325630	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MA_8933/2020, complete genome	2020-04-13
USA/MD-HP00015/2020	ncov	?	MT509466	2020-03-17	North America	USA	USA		North America	USA	USA	genome	29782	Homo sapiens	?	?	?	?	Thielen et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509466	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD-HP00015/2020, complete genome	2020-05-23
USA/MD-HP00036/2020	ncov	?	MT509457	2020-03-19	North America	USA	USA		North America	USA	USA	genome	29782	Homo sapiens	?	?	?	?	Thielen et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509457	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD-HP00036/2020, complete genome	2020-05-23
USA/MD-HP00079/2020	ncov	?	MT509476	2020-03-17	North America	USA	USA		North America	USA	USA	genome	29782	Homo sapiens	?	?	?	?	Thielen et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509476	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD-HP00079/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-23
USA/MD-HP00083/2020	ncov	?	MT509479	2020-03-24	North America	USA	USA		North America	USA	USA	genome	29782	Homo sapiens	?	?	?	?	Thielen et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509479	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD-HP00083/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-23
USA/MI-MDHHS-SC20020/2020	ncov	?	MT412145	2020-03-13	North America	USA	Michigan		North America	USA	Michigan	genome	29856	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412145	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20020/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-30
USA/MI-MDHHS-SC20062/2020	ncov	?	MT412187	2020-03-22	North America	USA	Michigan		North America	USA	Michigan	genome	29813	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412187	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20062/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-30
USA/MI-MDHHS-SC20072/2020	ncov	?	MT412197	2020-03-24	North America	USA	Michigan		North America	USA	Michigan	genome	29782	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412197	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20072/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-30
USA/MI-MDHHS-SC20085/2020	ncov	?	MT412210	2020-03-27	North America	USA	Michigan		North America	USA	Michigan	genome	29782	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412210	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20085/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-30
USA/MI-MDHHS-SC20090/2020	ncov	?	MT412215	2020-03-28	North America	USA	Illinois		North America	USA	Illinois	genome	29798	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412215	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20090/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-30
USA/MI-MDHHS-SC20095/2020	ncov	?	MT412220	2020-03-30	North America	USA	Michigan		North America	USA	Michigan	genome	29782	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412220	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20095/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-30
USA/MI-MDHHS-SC20097/2020	ncov	?	MT412222	2020-03-30	North America	USA	Michigan		North America	USA	Michigan	genome	29782	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412222	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20097/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-30
USA/MI-MDHHS-SC20105/2020	ncov	?	MT439319	2020-03-28	North America	USA	Michigan		North America	USA	Michigan	genome	29812	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439319	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20105/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-07
USA/MI-MDHHS-SC20110/2020	ncov	?	MT439265	2020-03-18	North America	USA	Michigan		North America	USA	Michigan	genome	29832	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439265	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20110/2020, complete genome	2020-05-07
USA/MI-MDHHS-SC20123/2020	ncov	?	MT439313	2020-03-27	North America	USA	Michigan		North America	USA	Michigan	genome	29803	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439313	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20123/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-07
USA/MI-MDHHS-SC20126/2020	ncov	?	MT439272	2020-03-23	North America	USA	Michigan		North America	USA	Michigan	genome	29812	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439272	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20126/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-07
USA/MI-MDHHS-SC20148/2020	ncov	?	MT439273	2020-03-24	North America	USA	Michigan		North America	USA	Michigan	genome	29804	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439273	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20148/2020, complete genome	2020-05-07
USA/MI-MDHHS-SC20149/2020	ncov	?	MT439262	2020-03-23	North America	USA	Michigan		North America	USA	Michigan	genome	29816	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439262	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20149/2020, complete genome	2020-05-07
USA/MI-MDHHS-SC20169/2020	ncov	?	MT439239	2020-03-12	North America	USA	Michigan		North America	USA	Michigan	genome	29813	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439239	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20169/2020, complete genome	2020-05-07
USA/MI-MDHHS-SC20170/2020	ncov	?	MT439275	2020-03-24	North America	USA	Michigan		North America	USA	Michigan	genome	29805	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439275	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20170/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-07
